rgh		X11g		X12g		Y11g		Y12g		Y11h		Y12h		
2.60000000e+00	8.94920000e-02	-8.38270000e-02	3.48418000e-03	-8.67899800e-04	-4.76101700e-03	4.16079970e-03
2.65000000e+00	7.31530000e-02	-6.78690000e-02	3.00218000e-03	-6.90400800e-04	-4.10210700e-03	3.33870970e-03
2.70000000e+00	6.02730000e-02	-5.53630000e-02	2.60068000e-03	-5.57201800e-04	-3.53977700e-03	2.69489970e-03
2.75000000e+00	5.00040000e-02	-4.54540000e-02	2.26268000e-03	-4.55599800e-04	-3.05875700e-03	2.18679970e-03
2.80000000e+00	4.17330000e-02	-3.75310000e-02	1.97518000e-03	-3.76798800e-04	-2.64624700e-03	1.78249970e-03
2.85000000e+00	3.50110000e-02	-3.11420000e-02	1.72848000e-03	-3.14699800e-04	-2.29165700e-03	1.45918970e-03
2.90000000e+00	2.95020000e-02	-2.59500000e-02	1.51548000e-03	-2.65099800e-04	-1.98608700e-03	1.19879970e-03
2.95000000e+00	2.49530000e-02	-2.17020000e-02	1.33048000e-03	-2.24899800e-04	-1.72215700e-03	9.87899700e-04
3.00000000e+00	2.11710000e-02	-1.82060000e-02	1.16878000e-03	-1.91899800e-04	-1.49368700e-03	8.16400700e-04
3.05000000e+00	1.80080000e-02	-1.53100000e-02	1.02707000e-03	-1.64399800e-04	-1.29544700e-03	6.76300700e-04
3.10000000e+00	1.53460000e-02	-1.28990000e-02	9.02260000e-04	-1.41497800e-04	-1.12308700e-03	5.61199700e-04
3.15000000e+00	1.30940000e-02	-1.08820000e-02	7.92050000e-04	-1.21899800e-04	-9.72917000e-04	4.66298700e-04
3.20000000e+00	1.11780000e-02	-9.18700000e-03	6.94320000e-04	-1.05299800e-04	-8.41807000e-04	3.87701700e-04
3.25000000e+00	9.54200000e-03	-7.75598000e-03	6.07540000e-04	-9.09988000e-05	-7.27120000e-04	3.22401700e-04
3.30000000e+00	8.13800000e-03	-6.54299000e-03	5.30230000e-04	-7.84998000e-05	-6.26604000e-04	2.68101700e-04
3.35000000e+00	6.92901000e-03	-5.51198000e-03	4.61250000e-04	-6.77002000e-05	-5.38357000e-04	2.22399700e-04
3.40000000e+00	5.88300000e-03	-4.63101000e-03	3.99530000e-04	-5.81001000e-05	-4.60730000e-04	1.84301700e-04
3.45000000e+00	4.97500000e-03	-3.87700000e-03	3.44250000e-04	-4.96996000e-05	-3.92344000e-04	1.52200700e-04
3.50000000e+00	4.18500000e-03	-3.22699000e-03	2.94620000e-04	-4.22695000e-05	-3.31976000e-04	1.24897700e-04
3.55000000e+00	3.49400000e-03	-2.66901000e-03	2.50000000e-04	-3.56794000e-05	-2.78612000e-04	1.01998700e-04
3.60000000e+00	2.88800000e-03	-2.18600000e-03	2.09830000e-04	-2.98401000e-05	-2.31361000e-04	8.25007000e-05
3.65000000e+00	2.35590000e-03	-1.76600000e-03	1.73600000e-04	-2.45399000e-05	-1.89457000e-04	6.57997000e-05
3.70000000e+00	1.88630000e-03	-1.40199000e-03	1.40880000e-04	-1.98698000e-05	-1.52240000e-04	5.15990000e-05
3.75000000e+00	1.47180000e-03	-1.08500000e-03	1.11300000e-04	-1.56597000e-05	-1.19136000e-04	3.94993000e-05
3.80000000e+00	1.10500000e-03	-8.08000000e-04	8.45200000e-05	-1.18399000e-05	-8.96460000e-05	2.89995000e-05
3.85000000e+00	7.79300000e-04	-5.66010000e-04	6.02500000e-05	-8.42010000e-06	-6.33400000e-05	2.00998000e-05
3.90000000e+00	4.89100000e-04	-3.52990000e-04	3.82200000e-05	-5.33000000e-06	-3.98430000e-05	1.23996000e-05
3.95000000e+00	2.30600000e-04	-1.65000000e-04	1.82000000e-05	-2.52950000e-06	-1.88240000e-05	5.69970000e-06
4.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
